id,"tanggal (WIB)","waktu (WIB)",lintang,bujur,"tingkat kepercayaan",satelit,"radius kemungkinan",kecamatan,kabupaten,provinsi,tipe
2185968,2021-01-05,13:43:00,0.19085203111171722,102.76323699951172,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2289988,2021-01-19,01:03:37,0.51522106,103.34368896,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2185970,2021-01-05,13:43:00,0.42076969146728516,102.1787338256836,7,aqua,3000,Bunut,Pelalawan,Riau,Cluster
2339237,2021-01-25,10:24:00,0.46862056851387024,103.03694152832031,7,terra,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2185972,2021-01-05,13:43:00,0.9274401068687439,101.47876739501953,8,aqua,3000,Siak,Siak,Riau,Cluster
2339972,2021-01-25,13:17:00,-0.24971599876880646,102.87983703613281,8,aqua,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2420991,2021-02-05,00:43:31,1.5360626,101.547966,8,snpp,1125,"Bukit Batu",Bengkalis,Riau,Cluster
2348015,2021-01-26,13:10:23,0.62248003,103.21721649,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2359484,2021-01-28,01:36:45,1.3299197,102.23066711,8,snpp,1125,Merbau,"Kepulauan Meranti",Riau,Cluster
2377649,2021-01-30,10:41:00,0.6926067272822062,102.74847157796223,8,terra,3732,"Sungai Apit",Siak,Riau,Cluster
2377650,2021-01-30,10:41:00,0.3577488958835602,102.8443603515625,8,terra,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2378584,2021-01-30,13:35:40,0.91563135,102.59871674,8,snpp,1125,"Tebingtinggi Barat","Kepulauan Meranti",Riau,Cluster
2380204,2021-01-30,13:37:00,0.2633577585220337,102.64187622070312,7,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2301656,2021-01-20,13:22:54,1.53336692,102.17081451,8,snpp,1125,Bintan,Bengkalis,Riau,Cluster
2309219,2021-01-21,13:43:00,0.1532590687274933,102.86768341064453,7,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2309364,2021-01-21,13:40:00,0.1092962771654129,102.75525283813477,8,aqua,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2309365,2021-01-21,13:40:00,0.17900362610816956,103.11446380615234,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2309366,2021-01-21,13:40:00,0.10136453062295914,101.40740966796875,8,aqua,3000,"Kampar Kiri Hilir",Kampar,Riau,Cluster
2309367,2021-01-21,13:40:00,0.5117482542991638,102.28836822509766,8,aqua,3000,Bunut,Pelalawan,Riau,Cluster
2309368,2021-01-21,13:40:00,0.6675141751766205,101.24843978881836,8,aqua,3414,Tapung,Kampar,Riau,Cluster
2309369,2021-01-21,13:40:00,1.1917749643325806,102.0180892944336,8,aqua,3000,"Siak Kecil",Bengkalis,Riau,Cluster
2309370,2021-01-21,13:40:00,1.2946572303771973,101.899169921875,8,aqua,3000,"Bukit Batu",Bengkalis,Riau,Cluster
2309371,2021-01-21,13:40:00,1.2081935405731201,100.97489929199219,8,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2309372,2021-01-21,13:40:00,1.20054030418396,100.92141723632812,7,aqua,3000,"Kunto Darussalam","Rokan Hulu",Riau,Cluster
2309373,2021-01-21,13:40:00,1.4299970865249634,101.55709838867188,7,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2380205,2021-01-30,13:37:00,0.2595110535621643,102.6151123046875,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2380206,2021-01-30,13:37:00,0.6387925148010254,102.89234161376953,8,aqua,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2424719,2021-02-05,13:23:08,0.5365529233333333,103.32798258333332,8,snpp,1399,"Kuala Kampar",Pelalawan,Riau,Cluster
2380207,2021-01-30,13:37:00,0.9099829196929932,102.59730529785156,8,aqua,3000,"Tebingtinggi Barat","Kepulauan Meranti",Riau,Cluster
2309374,2021-01-21,13:40:00,1.4351698160171509,101.46548461914062,8,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2309375,2021-01-21,13:40:00,1.5337046384811401,101.83427429199219,8,aqua,3000,"Bukit Batu",Bengkalis,Riau,Cluster
2424720,2021-02-05,13:23:08,1.01566982,102.20277405,8,snpp,1125,"Sungai Apit",Siak,Riau,Cluster
2309376,2021-01-21,13:40:00,1.890226125717163,101.56096649169922,8,aqua,3000,"Rupat Utara",Bengkalis,Riau,Cluster
2431567,2021-02-06,10:49:00,1.8873486518859863,101.40107727050781,8,terra,3000,Rupat,Bengkalis,Riau,Cluster
2405581,2021-02-03,01:24:13,1.01414776,102.20101166,8,snpp,1125,"Sungai Apit",Siak,Riau,Cluster
2431568,2021-02-06,10:49:00,1.8092199563980103,101.24288177490234,8,terra,3414,"Dumai Barat",Dumai,Riau,Cluster
2448005,2021-02-08,13:30:00,0.9030601382255554,103.06317520141602,8,aqua,3414,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2431569,2021-02-06,10:49:00,0.8686035871505737,101.79752349853516,7,terra,3000,"Siak Sri Indrapura",Siak,Riau,Cluster
2431570,2021-02-06,10:49:00,0.8138177990913391,102.1451416015625,7,terra,3000,"Siak Sri Indrapura",Siak,Riau,Cluster
2431571,2021-02-06,10:49:00,0.1862584352493286,102.7303237915039,8,terra,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2478509,2021-02-12,13:05:00,1.4304561614990234,101.57615661621094,8,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2431572,2021-02-06,10:49:00,-0.18527306616306305,102.41136932373047,8,terra,3000,Rengat,"Indragiri Hulu",Riau,Cluster
2478510,2021-02-12,13:05:00,1.4256380796432495,101.544677734375,8,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2463048,2021-02-10,13:17:00,0.10325819998979568,102.74962615966797,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2463049,2021-02-10,13:17:00,0.20998641848564148,102.85000610351562,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2432273,2021-02-06,13:43:00,-0.08348144590854645,103.22917938232422,8,aqua,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2463050,2021-02-10,13:17:00,0.11350540071725845,101.54765319824219,8,aqua,3000,"Kampar Kiri Hilir",Kampar,Riau,Cluster
2463051,2021-02-10,13:17:00,0.19832201302051544,101.84568786621094,8,aqua,3000,Langgam,Pelalawan,Riau,Cluster
2478511,2021-02-12,13:05:00,1.668074905872345,101.42880249023438,8,aqua,3414,"Dumai Timur",Dumai,Riau,Cluster
2478685,2021-02-12,12:50:16,0.3629913,103.08865356,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2463052,2021-02-10,13:17:00,0.46574610471725464,103.0338134765625,7,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2432274,2021-02-06,13:43:00,0.2507125437259674,103.05899810791016,7,aqua,3000,Mandah,"Indragiri Hilir",Riau,Cluster
2463363,2021-02-10,13:18:00,1.834968090057373,101.2370834350586,8,aqua,3000,"Dumai Barat",Dumai,Riau,Cluster
2463860,2021-02-10,13:29:31,0.735399575,102.602085115,8,snpp,1280,"Sungai Apit",Siak,Riau,Cluster
2482439,2021-02-13,01:31:00,-0.07910729944705963,103.29629516601562,8,aqua,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2482678,2021-02-13,01:36:59,0.73503584,102.602611545,8,snpp,1280,"Sungai Apit",Siak,Riau,Cluster
2482679,2021-02-13,01:36:59,0.62738609,103.20475769,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2482681,2021-02-13,01:36:59,0.363538,103.08892059,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2482682,2021-02-13,01:36:59,0.32203183999999996,103.029426575,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2482683,2021-02-13,01:36:59,-0.07956989666666667,103.29098764999999,8,snpp,1399,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2463862,2021-02-10,13:29:31,1.0707629349999999,100.72462844500001,8,snpp,1280,"Kunto Darussalam","Rokan Hulu",Riau,Cluster
2432276,2021-02-06,13:43:00,0.7433756589889526,102.39418029785156,8,aqua,3000,"Sungai Apit",Siak,Riau,Cluster
2482684,2021-02-13,01:36:59,-0.71078479,102.65898895,8,snpp,1125,Keritang,"Indragiri Hilir",Riau,Cluster
2432277,2021-02-06,13:43:00,0.9273810982704163,101.48663330078125,8,aqua,3000,Siak,Siak,Riau,Cluster
2466336,2021-02-10,22:42:00,0.7351473569869995,102.60155487060547,8,terra,3000,"Sungai Apit",Siak,Riau,Cluster
2466338,2021-02-10,22:42:00,1.286052942276001,102.38833618164062,8,terra,3000,Merbau,"Kepulauan Meranti",Riau,Cluster
2432278,2021-02-06,13:43:00,1.1967904567718506,100.9241943359375,8,aqua,3000,"Kunto Darussalam","Rokan Hulu",Riau,Cluster
2486831,2021-02-13,13:48:00,-0.3294702470302582,102.70699310302734,8,aqua,3000,Tempuling,"Indragiri Hilir",Riau,Cluster
2486832,2021-02-13,13:48:00,-0.19299529492855072,102.40357208251953,7,aqua,3000,Rengat,"Indragiri Hulu",Riau,Cluster
2432479,2021-02-06,13:02:47,-0.080652465,103.23363495000001,8,snpp,1280,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2486834,2021-02-13,13:48:00,0.20980584621429443,102.84811401367188,8,aqua,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2486836,2021-02-13,13:48:00,0.6366852521896362,102.89739227294922,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2432481,2021-02-06,13:02:47,1.01555431,102.20265961,8,snpp,1125,"Sungai Apit",Siak,Riau,Cluster
2432485,2021-02-06,13:02:47,2.19868088,101.05809021,8,snpp,1125,"Dumai Barat",Dumai,Riau,Cluster
2503390,2021-02-15,13:35:54,-0.52279478,102.98200989,8,snpp,1125,Enok,"Indragiri Hilir",Riau,Cluster
2432536,2021-02-06,13:42:00,0.14925144612789154,102.8683090209961,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2503392,2021-02-15,13:35:54,-0.32966289,102.9732132,8,snpp,1125,"Batang Tuaka","Indragiri Hilir",Riau,Cluster
2503407,2021-02-15,13:35:54,2.03087187,100.43663788,8,snpp,1125,"Bagan Sinembah","Rokan Hilir",Riau,Cluster
2501285,2021-02-15,00:56:17,1.43547606,101.28275299,8,snpp,1125,Mandau,Bengkalis,Riau,Cluster
2501307,2021-02-15,00:56:17,0.68663043,101.61858368,8,snpp,1125,"Siak Sri Indrapura",Siak,Riau,Cluster
2432537,2021-02-06,13:42:00,0.9876479506492615,100.24253845214844,7,aqua,3000,Tembusan,"Rokan Hulu",Riau,Cluster
2501308,2021-02-15,00:56:17,0.36538073,103.09317017,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2432538,2021-02-06,13:42:00,2.1556320190429688,100.80668640136719,8,aqua,3000,Bangko,"Rokan Hilir",Riau,Cluster
2501309,2021-02-15,00:56:17,-0.07977702,103.29079056,8,snpp,1280,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2444104,2021-02-08,01:30:35,1.535993935,101.543754575,8,snpp,1280,"Bukit Batu",Bengkalis,Riau,Cluster
2501881,2021-02-15,13:36:00,-0.5265374779701233,102.98247528076172,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2501883,2021-02-15,13:36:00,0.033707547932863235,103.10116577148438,8,aqua,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2511156,2021-02-16,13:16:59,0.51360631,103.33551025,7,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2444106,2021-02-08,01:30:35,1.3070360125,101.54515075750001,8,snpp,1500,Pinggir,Bengkalis,Riau,Cluster
2502682,2021-02-15,10:42:00,1.3424856662750244,102.28797149658203,8,terra,3000,Merbau,"Kepulauan Meranti",Riau,Cluster
2444107,2021-02-08,01:30:35,-0.05375748,103.06588745,8,snpp,1125,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2512549,2021-02-16,22:04:00,0.36645740270614624,103.15393829345703,8,terra,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2447101,2021-02-08,10:36:00,1.9405275583267212,101.50677490234375,8,terra,3000,"Rupat Utara",Bengkalis,Riau,Cluster
2516178,2021-02-12,10:12:00,0.25380033254623413,103.06024169921875,8,terra,3000,Mandah,"Indragiri Hilir",Riau,Cluster
2447102,2021-02-08,10:36:00,1.8401997089385986,101.24131393432617,8,terra,3414,"Dumai Barat",Dumai,Riau,Cluster
2517024,2021-02-13,10:55:00,1.9447991847991943,101.50608825683594,8,terra,3000,"Rupat Utara",Bengkalis,Riau,Cluster
2447103,2021-02-08,10:36:00,0.9933211207389832,102.99539947509766,7,terra,3000,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2529620,2021-02-19,01:24:27,1.79988658,101.67219543,8,snpp,1125,Rupat,Bengkalis,Riau,Cluster
2517420,2021-02-17,13:24:00,-0.33149024844169617,102.70115661621094,8,aqua,3000,Tempuling,"Indragiri Hilir",Riau,Cluster
2447104,2021-02-08,10:36:00,1.008009433746338,101.77193450927734,8,terra,3000,Siak,Siak,Riau,Cluster
2517421,2021-02-17,13:24:00,0.2583916187286377,102.39826965332031,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2529625,2021-02-19,01:24:27,1.34265316,102.15433502,8,snpp,1125,"Bukit Batu",Bengkalis,Riau,Cluster
2517422,2021-02-17,13:24:00,0.5060170292854309,102.28141784667969,8,aqua,3000,Bunut,Pelalawan,Riau,Cluster
2447105,2021-02-08,10:36:00,0.09113163501024246,103.49261474609375,7,terra,3000,Enok,"Indragiri Hilir",Riau,Cluster
2517426,2021-02-17,13:24:00,0.8653155565261841,101.81587982177734,8,aqua,3000,"Siak Sri Indrapura",Siak,Riau,Cluster
2447106,2021-02-08,10:36:00,-0.07082600891590118,103.21552276611328,8,terra,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2517428,2021-02-17,13:24:00,1.2916629314422607,101.91722106933594,7,aqua,3000,"Bukit Batu",Bengkalis,Riau,Cluster
2517430,2021-02-17,13:24:00,1.795633614063263,101.6668472290039,9,aqua,3414,Rupat,Bengkalis,Riau,Cluster
2535912,2021-02-19,22:36:00,-0.4650684595108032,103.05844497680664,8,terra,3414,Tempuling,"Indragiri Hilir",Riau,Cluster
2535913,2021-02-19,22:36:00,0.10044332593679428,103.45553588867188,8,terra,3000,Enok,"Indragiri Hilir",Riau,Cluster
2535914,2021-02-19,22:36:00,0.29299548268318176,102.98326280381944,9,terra,5000,"Kuala Kampar",Pelalawan,Riau,Cluster
2548361,2021-02-21,12:58:00,-0.13117001950740814,102.81040954589844,8,aqua,3000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2535915,2021-02-19,22:36:00,1.026362955570221,103.03034210205078,8,terra,3414,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2536848,2021-02-20,01:37:00,1.0274242162704468,103.03208923339844,8,aqua,3000,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2536850,2021-02-20,01:37:00,0.29430826505025226,102.9865214029948,9,aqua,5000,"Kuala Kampar",Pelalawan,Riau,Cluster
2536851,2021-02-20,01:37:00,0.10806159675121307,103.45457458496094,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2536852,2021-02-20,01:37:00,-0.4644041061401367,103.06283187866211,8,aqua,3414,Tempuling,"Indragiri Hilir",Riau,Cluster
2518894,2021-02-17,12:56:38,0.05442929,103.58359528,8,snpp,1125,Enok,"Indragiri Hilir",Riau,Cluster
2518897,2021-02-17,12:56:38,0.5114330466666667,103.33850860666666,8,snpp,1399,"Kuala Kampar",Pelalawan,Riau,Cluster
2518907,2021-02-17,12:56:38,1.7947256966666665,101.67034149000001,8,snpp,1399,Rupat,Bengkalis,Riau,Cluster
2536934,2021-02-20,01:02:40,1.024867115,103.03297424499999,8,snpp,1280,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2548362,2021-02-21,12:58:00,1.3874043226242065,101.66241455078125,8,aqua,3414,"Bukit Batu",Bengkalis,Riau,Cluster
2536935,2021-02-20,01:02:40,0.952460555,103.09227371,8,snpp,1280,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2521918,2021-02-18,01:44:48,0.50549221,103.333141325,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2521919,2021-02-18,01:44:48,0.41894221,103.502513885,8,snpp,1280,Mandah,"Indragiri Hilir",Riau,Cluster
2548363,2021-02-21,12:58:00,1.3812267184257507,101.62151336669922,8,aqua,3414,Mandau,Bengkalis,Riau,Cluster
2521920,2021-02-18,01:44:48,0.64133513,101.9728775,8,snpp,1125,"Siak Sri Indrapura",Siak,Riau,Cluster
2536936,2021-02-20,01:02:40,0.56458068,103.26620483,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2548772,2021-02-21,13:23:23,0.2929951625,102.98055998500001,8,snpp,2587,"Kuala Kampar",Pelalawan,Riau,Cluster
2536938,2021-02-20,01:02:40,0.29363290387096774,102.98619620999999,8,snpp,2837,"Kuala Kampar",Pelalawan,Riau,Cluster
2536939,2021-02-20,01:02:40,0.10181835333333333,103.45353444333334,8,snpp,1399,Enok,"Indragiri Hilir",Riau,Cluster
2536940,2021-02-20,01:02:40,-0.19384178000000002,103.166908265,8,snpp,1280,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2521922,2021-02-18,01:44:48,0.371190205,103.160884855,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2521923,2021-02-18,01:44:48,0.32363069,103.03120422,8,snpp,1125,"Kuala Kampar",Pelalawan,Riau,Cluster
2521924,2021-02-18,01:44:48,0.25298882,103.45458221,8,snpp,1125,Mandah,"Indragiri Hilir",Riau,Cluster
2548774,2021-02-21,13:23:23,0.2977249433333333,102.99871826333333,7,snpp,1399,"Kuala Kampar",Pelalawan,Riau,Cluster
2521925,2021-02-18,01:44:48,0.08454908,103.39597321,8,snpp,1125,Enok,"Indragiri Hilir",Riau,Cluster
2536942,2021-02-20,01:02:40,-0.4674282975,103.059251785,8,snpp,1500,Tempuling,"Indragiri Hilir",Riau,Cluster
2536943,2021-02-20,01:02:40,-0.50185001,102.76374054,8,snpp,1125,Tempuling,"Indragiri Hilir",Riau,Cluster
2548775,2021-02-21,13:23:23,0.31188767000000006,102.99802093399998,8,snpp,1588,"Kuala Kampar",Pelalawan,Riau,Cluster
2521926,2021-02-18,01:44:48,0.05533639,103.58399963,8,snpp,1125,Enok,"Indragiri Hilir",Riau,Cluster
2521927,2021-02-18,01:44:48,0.13412549,102.575092315,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2548779,2021-02-21,13:23:23,0.87943184,103.15544891,8,snpp,1125,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2521928,2021-02-18,01:44:48,-0.03749096,103.21308136,8,snpp,1125,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2521929,2021-02-18,01:44:48,-0.22631581,103.11117554,8,snpp,1125,"Batang Tuaka","Indragiri Hilir",Riau,Cluster
2540109,2021-02-20,10:59:00,0.29367338865995407,102.98684310913086,9,terra,4000,"Kuala Kampar",Pelalawan,Riau,Cluster
2548780,2021-02-21,13:23:23,1.2458881036363636,101.51312394818181,7,snpp,1993,Mandau,Bengkalis,Riau,Cluster
2521930,2021-02-18,01:44:48,-0.4690437,103.06332397,8,snpp,1125,Tempuling,"Indragiri Hilir",Riau,Cluster
2548781,2021-02-21,13:23:23,1.3909420966666666,101.64613596666668,9,snpp,1399,"Bukit Batu",Bengkalis,Riau,Cluster
2521931,2021-02-18,01:44:48,-0.41010708,102.35926819,8,snpp,1125,Rengat,"Indragiri Hulu",Riau,Cluster
2541169,2021-02-20,13:53:00,1.3927291870117187,101.64608764648438,9,aqua,4236,"Bukit Batu",Bengkalis,Riau,Cluster
2548785,2021-02-21,13:23:23,1.7110605633333333,101.24131647833333,8,snpp,1668,"Dumai Barat",Dumai,Riau,Cluster
2521932,2021-02-18,01:44:48,-0.44122145,102.53536987,8,snpp,1125,Rengat,"Indragiri Hulu",Riau,Cluster
2548788,2021-02-21,13:23:23,2.06546021,101.17268372,8,snpp,1125,"Dumai Barat",Dumai,Riau,Cluster
2521933,2021-02-18,01:44:48,-0.48755106,102.47725677,8,snpp,1125,Rengat,"Indragiri Hulu",Riau,Cluster
2544708,2021-02-21,00:43:45,1.712465585,101.24076843,8,snpp,1280,"Dumai Barat",Dumai,Riau,Cluster
2548790,2021-02-21,13:23:23,2.18255091,100.96072388,7,snpp,1125,Bangko,"Rokan Hilir",Riau,Cluster
2544711,2021-02-21,00:43:45,1.38832402,101.63948694833334,8,snpp,1668,"Bukit Batu",Bengkalis,Riau,Cluster
2544713,2021-02-21,00:43:45,1.2487167711111111,101.50839953944444,8,snpp,2340,Mandau,Bengkalis,Riau,Cluster
2521943,2021-02-18,01:44:48,1.79914463,101.66889954,8,snpp,1125,Rupat,Bengkalis,Riau,Cluster
2521944,2021-02-18,01:44:48,1.73438656,101.30279541,8,snpp,1125,"Dumai Barat",Dumai,Riau,Cluster
2544714,2021-02-21,00:43:45,0.2944109733333333,102.98087311,8,snpp,1399,"Kuala Kampar",Pelalawan,Riau,Cluster
2548791,2021-02-21,13:23:23,2.192590715,100.957302095,8,snpp,1280,Bangko,"Rokan Hilir",Riau,Cluster
2548793,2021-02-21,13:23:23,2.19976473,100.95812988,7,snpp,1125,Bangko,"Rokan Hilir",Riau,Cluster
2526944,2021-02-18,12:37:42,2.261386635,100.946399685,8,snpp,1280,Bangko,"Rokan Hilir",Riau,Cluster
2564280,2021-02-23,12:44:06,0.13293983,103.22025299,8,snpp,1125,Enok,"Indragiri Hilir",Riau,Cluster
2552351,2021-02-22,01:27:00,-0.14317652583122253,103.1091365814209,8,aqua,4000,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2564281,2021-02-23,12:44:06,0.35207792000000004,103.094875335,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2564284,2021-02-23,12:44:06,1.008717836,102.198240661,8,snpp,1935,"Sungai Apit",Siak,Riau,Cluster
2564285,2021-02-23,12:44:06,1.64337969,101.479701995,8,snpp,1280,"Bukit Kapur",Dumai,Riau,Cluster
2568177,2021-02-22,01:23:00,2.0908217430114746,101.64106750488281,8,aqua,3000,"Rupat Utara",Bengkalis,Riau,Cluster
2529611,2021-02-19,01:24:27,0.50809181,103.333896635,8,snpp,1280,"Kuala Kampar",Pelalawan,Riau,Cluster
2529612,2021-02-19,01:24:27,-0.03675465,103.21353149,8,snpp,1125,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2529613,2021-02-19,01:24:27,-0.46653119,103.062274935,8,snpp,1280,Tempuling,"Indragiri Hilir",Riau,Cluster
2556803,2021-02-22,13:40:00,1.2428346872329712,101.51407623291016,8,aqua,3000,Mandau,Bengkalis,Riau,Cluster
2568178,2021-02-22,01:23:00,1.7167057991027832,101.22514343261719,8,aqua,3000,"Tanah Putih","Rokan Hilir",Riau,Cluster
2568179,2021-02-22,01:23:00,1.7140297889709473,101.24378204345703,9,aqua,3000,"Dumai Barat",Dumai,Riau,Cluster
2568180,2021-02-22,01:23:00,1.6397265791893005,101.48939895629883,8,aqua,3414,"Bukit Kapur",Dumai,Riau,Cluster
2556805,2021-02-22,13:40:00,1.6384831070899963,101.48277854919434,8,aqua,4000,"Bukit Kapur",Dumai,Riau,Cluster
2568181,2021-02-22,01:23:00,1.3950251340866089,101.64363861083984,8,aqua,3414,"Bukit Batu",Bengkalis,Riau,Cluster
2556807,2021-02-22,13:40:00,2.0894112586975098,101.6376724243164,9,aqua,3000,"Rupat Utara",Bengkalis,Riau,Cluster
2568182,2021-02-22,01:23:00,1.0144558548927307,102.19888305664062,9,aqua,3414,"Sungai Apit",Siak,Riau,Cluster
2568184,2021-02-22,01:23:00,0.35539278388023376,103.09537124633789,8,aqua,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2556808,2021-02-22,13:40:00,2.185263156890869,100.9565200805664,8,aqua,3000,Bangko,"Rokan Hilir",Riau,Cluster
2556809,2021-02-22,13:40:00,2.2376644611358643,100.93988037109375,8,aqua,3000,Bangko,"Rokan Hilir",Riau,Cluster
2568185,2021-02-22,01:23:00,0.3129626661539078,103,9,aqua,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2568377,2021-02-24,01:30:49,0.73391199,102.59914398,8,snpp,1125,"Sungai Apit",Siak,Riau,Cluster
2587290,2021-02-26,13:17:00,0.12420445680618286,103.23188781738281,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2587291,2021-02-26,13:17:00,0.08401110768318176,102.8687973022461,8,aqua,3000,Enok,"Indragiri Hilir",Riau,Cluster
2556956,2021-02-22,13:04:27,1.0966841,102.85792542,8,snpp,1125,"Rangsang Barat","Kepulauan Meranti",Riau,Cluster
2587293,2021-02-26,13:17:00,0.2980113923549652,102.99898529052734,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2587294,2021-02-26,13:17:00,0.3331105411052704,103.08182525634766,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2587295,2021-02-26,13:17:00,0.5061871409416199,103.3353500366211,8,aqua,3000,"Kuala Kampar",Pelalawan,Riau,Cluster
2568379,2021-02-24,01:30:49,0.006812645000000001,103.26455688499999,8,snpp,1280,Gaunganakserka,"Indragiri Hilir",Riau,Cluster
2568387,2021-02-24,01:30:49,1.91876793,101.66291809,8,snpp,1125,Rupat,Bengkalis,Riau,Cluster
2568388,2021-02-24,01:30:49,1.72211611,101.26861572,8,snpp,1125,"Dumai Barat",Dumai,Riau,Cluster
2556957,2021-02-22,13:04:27,1.0068108249999999,102.19999694833335,8,snpp,1668,"Sungai Apit",Siak,Riau,Cluster
2568389,2021-02-24,01:30:49,1.70883278147541,101.23995458885244,8,snpp,3678,"Dumai Barat",Dumai,Riau,Cluster
2556958,2021-02-22,13:04:27,1.09280992,101.99103546,8,snpp,1125,"Siak Kecil",Bengkalis,Riau,Cluster
2568390,2021-02-24,01:30:49,1.685704115,101.24416350999999,8,snpp,1280,"Tanah Putih","Rokan Hilir",Riau,Cluster
2556959,2021-02-22,13:04:27,1.25233847,101.51854706,8,snpp,1280,Pinggir,Bengkalis,Riau,Cluster
2568391,2021-02-24,01:30:49,1.6438248149999999,101.47872162,8,snpp,1280,"Bukit Kapur",Dumai,Riau,Cluster
2568394,2021-02-24,01:30:49,1.44981146,100.61626434,8,snpp,1125,"Tanah Putih","Rokan Hilir",Riau,Cluster
2556960,2021-02-22,13:04:27,1.38962805,101.65040588,8,snpp,1125,"Bukit Batu",Bengkalis,Riau,Cluster
2568395,2021-02-24,01:30:49,1.02755272,103.03323364,8,snpp,1125,"Tebing Tinggi","Kepulauan Meranti",Riau,Cluster
2556964,2021-02-22,13:04:27,1.6416496,101.48345947,8,snpp,1125,"Bukit Kapur",Dumai,Riau,Cluster
2569566,2021-02-23,22:11:00,0.13080498576164246,103.21939086914062,8,terra,3000,Enok,"Indragiri Hilir",Riau,Cluster
2556965,2021-02-22,13:04:27,1.5811786666666665,100.75052643,8,snpp,1399,"Tanah Putih","Rokan Hilir",Riau,Cluster
2569567,2021-02-23,22:11:00,0.35320761799812317,103.09168243408203,8,terra,3414,"Kuala Kampar",Pelalawan,Riau,Cluster
2569568,2021-02-23,22:11:00,1.008958637714386,102.19625091552734,8,terra,3414,"Sungai Apit",Siak,Riau,Cluster
